Country,Frequency
Turkey,182
Kyrgyzstan,80
India,39
Israel,27
Philippines,17
Pakistan,15
Brunei Darussalam,13
China,11
Sri Lanka,5
Japan,3
Maldives,2
Turkmenistan,2
Lebanon,1
Saudi Arabia,1
Syrian Arab Republic,1
