Country,Frequency
Turkey,243
India,128
Philippines,66
China,50
Israel,36
Syrian Arab Republic,34
Turkmenistan,22
Pakistan,12
Japan,12
Lebanon,10
Georgia,6
"Palestine, State of",5
Cyprus,5
Afghanistan,4
Armenia,4
Malaysia,3
Saudi Arabia,3
"Iran, Islamic Republic of",3
Jordan,3
Kazakhstan,2
Qatar,1
"Taiwan, Province of China",1
Nepal,1
"Korea, Democratic People's Republic of",1
