Country,Frequency
South Africa,95
Egypt,84
Côte d'Ivoire,26
Sierra Leone,9
"Saint Helena, Ascension and Tristan da Cunha",1
Liberia,3
Mauritius,2
Ghana,38
Eswatini,8
Algeria,14
Mozambique,1
Niger,2
Guinea,39
Senegal,11
Gambia,9
Angola,3
Benin,5
Morocco,6
Libya,6
Tunisia,18
Nigeria,5
Ethiopia,10
Gabon,1
Zimbabwe,1
Madagascar,4
Mauritania,4
Central African Republic,1
"Tanzania, United Republic of",2
Kenya,1
