Country,Frequency
South Africa,49
Côte d'Ivoire,12
Egypt,287
Guinea,7
Ethiopia,17
Sierra Leone,5
Tunisia,15
Ghana,9
Liberia,2
Kenya,2
Mali,2
Libya,18
Algeria,10
Morocco,2
Nigeria,1
"Tanzania, United Republic of",1
Malawi,1
Somalia,4
Sudan,1
Mauritania,1
Senegal,1
