Country,Frequency
Turkey,221
Syrian Arab Republic,85
India,65
Cyprus,38
Lebanon,18
Japan,18
China,16
Turkmenistan,14
Philippines,11
Jordan,10
"Palestine, State of",9
Saudi Arabia,8
Armenia,8
Malaysia,4
Georgia,2
Israel,2
Maldives,2
"Iran, Islamic Republic of",1
Cambodia,1
Macao,1
Yemen,1
Sri Lanka,1
Pakistan,1
