Country,Frequency
Turkey,241
Syrian Arab Republic,100
India,83
Saudi Arabia,68
Armenia,42
China,34
Philippines,25
Lebanon,15
Japan,14
Cyprus,13
Jordan,11
Turkmenistan,11
Yemen,7
Afghanistan,6
"Palestine, State of",6
Georgia,6
Maldives,4
"Iran, Islamic Republic of",4
Israel,4
Malaysia,3
Kazakhstan,3
Azerbaijan,2
"Korea, Republic of",1
Indonesia,1
