Country,Frequency
Egypt,507
South Africa,353
Ethiopia,167
Guinea,164
Morocco,85
Tunisia,69
Ghana,65
Kenya,63
Côte d'Ivoire,62
Algeria,60
Sierra Leone,56
Angola,34
Senegal,34
Nigeria,24
Niger,21
Mozambique,20
Benin,19
Gambia,19
Libya,19
Mauritania,13
Cabo Verde,6
Burkina Faso,3
Mauritius,3
Mali,3
Chad,3
Madagascar,2
"Tanzania, United Republic of",2
Togo,1
