Country,Frequency
Turkey,190
Philippines,14
Israel,1
India,92
China,22
Syrian Arab Republic,18
Lebanon,1
Saudi Arabia,6
Maldives,2
Armenia,7
Georgia,4
"Iran, Islamic Republic of",1
Japan,12
Indonesia,1
Cyprus,2
Qatar,1
Jordan,1
"Palestine, State of",1
Turkmenistan,1
Malaysia,2
Pakistan,1
Thailand,1
