Country,Frequency
Egypt,60
South Africa,28
Ethiopia,22
Guinea,19
Morocco,15
Algeria,9
Sierra Leone,7
Tunisia,7
Ghana,5
Niger,3
Senegal,3
Benin,3
Kenya,3
Mozambique,2
Nigeria,2
Gambia,2
Côte d'Ivoire,1
Mauritania,1
Libya,1
Angola,1
