Country,Frequency
Egypt,116
Algeria,53
South Africa,45
Angola,35
Libya,17
Ethiopia,17
Nigeria,13
Guinea,13
Tunisia,13
Ghana,11
Sierra Leone,5
Niger,5
Morocco,5
Senegal,4
Mali,3
Chad,3
Madagascar,3
Mauritania,2
Liberia,2
Cameroon,2
Togo,2
Côte d'Ivoire,2
