Country,Frequency
United States,954
Panama,25
Canada,23
Mexico,17
Nicaragua,11
Jamaica,9
Puerto Rico,7
Cuba,4
Greenland,2
Dominican Republic,1
Trinidad and Tobago,1
Guatemala,1
Anguilla,1
Saint Lucia,1
