Country,Frequency
Turkey,327
Syrian Arab Republic,97
India,85
Saudi Arabia,69
Armenia,41
China,22
Philippines,20
Jordan,12
Lebanon,12
Turkmenistan,12
Georgia,11
Japan,10
"Palestine, State of",10
Cyprus,7
Yemen,5
Maldives,5
Israel,3
Malaysia,2
Kazakhstan,2
Cambodia,1
Pakistan,1
Indonesia,1
Afghanistan,1
"Korea, Republic of",1
Sri Lanka,1
